
 Lista de Imýveis da Caixa;;Data de geraýýo:;27/08/2026;;;;;;;
 Ný do imývel;UF;Cidade;Bairro;Endereýo;Preýo;Valor de avaliaýýo;Desconto;Financiamento;Descriýýo;Modalidade de venda;Link de acesso

 8787718553938 ;PR ;LONDRINA ;CONJUNTO HABITACIONAL ALEXANDRE URBANAS ;AVENIDA JAMIL SCAFF, N. 500, Apto 303, BL 12 VAGA 119 ;213.201,84;155.000,00;0.00;Nýo;Apartamento, 71.46 de ýrea total, 40.54 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718553938
 1444421293384 ;PR ;LUPIONOPOLIS ;VILA INDEPENDENCIA ; RODOVIA MANOEL GARCIA, N. 56, LT 112-K4 ;301.636,05;520.000,00;42.00;Sim;Casa, 243.11 de ýrea total, 243.11 de ýrea privativa, 825.00 de ýrea do terreno,  3 qto(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421293384
 8555529682209 ;PR ;MANDAGUACU ;CENTRO ;RUA JOSý PRAXEDES SANTANA, N. SN, Apto 04, BLOCO 02 ;81.964,82;140.000,00;41.46;Nýo;Apartamento, 61.34 de ýrea total, 52.40 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555529682209
 8555518426524 ;PR ;MANDAGUACU ;RECANTO DOS YPES ; RUA CEREJEIRA, N. SN, LOTE 8 D QD 7 ;188.000,00;188.000,00;0.00;Nýo;Casa, 69.15 de ýrea total, 69.15 de ýrea privativa, 150.00 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518426524
 8444419833766 ;PR ;MANDAGUACU ;ZONA NOROESTE ;RUA DUVILIO PALMIERI, N. 288, QD 10 ;81.625,45;50.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 57.30 de ýrea privativa, 126.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419833766
 8444406789089 ;PR ;MANDIRITUBA ;VILA BRASILIA ; RUA RENATO PALý, N. 65, CS 01 ;165.000,00;165.000,00;0.00;Nýo;Casa, 42.70 de ýrea total, 42.70 de ýrea privativa, 109.80 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406789089
 8444406511242 ;PR ;MARIA HELENA ;MARIA HELENA ; R GUARAPUAVA, N. 449, ;126.926,84;210.000,00;39.56;Nýo;Casa, 61.98 de ýrea total, 61.98 de ýrea privativa, 252.00 de ýrea do terreno,  3 qto(s), WC, 1 sala(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406511242
 10302316 ;PR ;MARIALVA ;VILA BRASIL ;RUA CEZýRIO BOSCHINI, N. 98 ;332.000,00;332.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 85.75 de ýrea privativa, 340.92 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10302316
 8444420074679 ;PR ;MARIALVA ;JARDIM YAMANAKA ; RUA AMELIA YAMANAKA YOSHIDA, N. 629-A, LOTE 04 QUADRA 17 ;200.000,00;200.000,00;0.00;Nýo;Casa, 57.01 de ýrea total, 57.01 de ýrea privativa, 84.37 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420074679
 8787713162051 ;PR ;MARIALVA ;MARIALVA ;RUA JOSE BERTýO, N. 435, Apto 103, BLOCO 8 VG 19 ;185.000,00;185.000,00;0.00;Nýo;Apartamento, 60.63 de ýrea total, 52.23 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713162051
 1155533600021 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 204, BL-A, VG236, VG237 ;354.984,07;557.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600021
 1155533600072 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 1704, BL-A, VG258. VG285 ;417.440,87;655.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600072
 1155533600099 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 1904, BL-A, VG340, VG341 ;385.575,15;605.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600099
 1155533600129 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 201, BL-B, VG47, VG48 ;417.440,87;655.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600129
 1155533600137 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 202, BL-B, VG132, VG133 ;417.440,87;655.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600137
 1155533600145 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 203, BL-B, VG135, VG136 ;331.403,44;520.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600145
 1155533600153 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 204, BL-B, VG188, VG189 ;331.403,44;520.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600153
 1155533600170 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 302, BL-B, VG-192, VG-193 ;366.455,72;575.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600170
 1155533600188 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 303, BL-B, VG194, VG195 ;366.455,72;575.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600188
 1155533600196 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 304, BL-B, VG196, VG197 ;366.455,72;575.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600196
 1155533600218 ;PR ;MARINGA ;PARQUE INDUSTRIAL ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 404, BL-B, VG204, VG205 ;366.455,72;575.000,00;36.27;Nýo;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600218
 1155533600013 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 203, TORRE  A ;354.984,07;557.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600013
 1155533600048 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 304, TORRE A ;356.896,01;560.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600048
 1155533600080 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 1804, TORRE A ;417.440,87;655.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600080
 1155533600102 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 2004, TORRE A ;417.440,87;655.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600102
 1155533600110 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 2501, TORRE A ;1.121.673,17;1.760.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 192.08 de ýrea privativa, 0.00 de ýrea do terreno, 4 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600110
 1155533600161 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 301, TORRE B ;334.590,01;525.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600161
 1155533600200 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 403, TORRE B ;331.403,44;520.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600200
 1155533600242 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 603, TORRE B ;331.403,44;520.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600242
 1155533600250 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 703, TORRE B ;331.403,44;520.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600250
 1155533600307 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 1004, TORRE B ;367.093,04;576.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600307
 1155533600315 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 1104, TORRE B ;347.336,29;545.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600315
 1155533600331 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 301, TORRE B ;350.522,87;550.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600331
 1155533600404 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 1703, TORRE B ;360.082,58;565.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600404
 1155533600447 ;PR ;MARINGA ;PARQUE INDUSTRIAL I ;RUA RUBENS SEBASTIAO MARIN, N. 1076, Apto 2104, TORRE B ;366.455,72;575.000,00;36.27;Sim;Apartamento, 0.00 de ýrea total, 79.98 de ýrea privativa, 0.00 de ýrea do terreno, 2 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1155533600447
 10311531 ;PR ;MARINGA ;JARDIM NOVO OASIS ;AVENIDA TUIUTI, N. 3070, QD 367, LTS 38 E 39 ;3.320.000,00;3.320.000,00;0.00;Nýo;Galpýo, 0.00 de ýrea total, 1269.87 de ýrea privativa, 858.50 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10311531
 10311518 ;PR ;MARINGA ;ZONA 01 ;AVENIDA BRASIL, N. 00, QD 11, LT 01/02, LJ 310 ;238.000,00;238.000,00;0.00;Nýo;Loja, 0.00 de ýrea total, 20.72 de ýrea privativa, 0.00 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10311518
 10306964 ;PR ;MATINHOS ;BALNEýRIO FLýRIDA ;IMýVEL PEREQUý - ESTRADA P. MATINHOS, N. 00, MAT. 40.729 ;889.000,00;889.000,00;0.00;Nýo;Imývel rural, 0.00 de ýrea total, 0.00 de ýrea privativa, 239451.92 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10306964
 10306965 ;PR ;MATINHOS ;BALNEýRIO FLýRIDA ;IMýVEL PEREQUý - ESTRADA P. MATINHOS, N. 00, MAT. 40.730 ;520.945,71;439.000,00;0.00;Nýo;Imývel rural, 0.00 de ýrea total, 0.00 de ýrea privativa, 339700.00 de ýrea do terreno.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10306965
 8444403158444 ;PR ;MEDIANEIRA ;JARDIM IRENE ;RUA NAPOLES, N. 350, L 10 Q 21 ;311.000,00;311.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 62.30 de ýrea privativa, 212.35 de ýrea do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403158444
 8444419615920 ;PR ;MOREIRA SALES ;Jd Novo Horizonte ; RUA MARGINAL, N. 186, LT 38, QD 03, ;97.778,11;165.000,00;40.75;Nýo;Casa, 62.69 de ýrea total, 62.69 de ýrea privativa, 165.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419615920
 8555524250254 ;PR ;NOSSA SENHORA DAS GRACAS ;CENTRO ; ESTRADA MUNICIPAL, N. SN, QD Z  LT 18 ;83.000,00;83.000,00;0.00;Nýo;Casa, 35.00 de ýrea total, 35.88 de ýrea privativa, 187.50 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524250254
 8787715569485 ;PR ;NOVA OLIMPIA ;RESID BELA VISTA ; RUA PROJETADA A, N. SN, LT 01 QD 05 ;127.000,00;127.000,00;0.00;Nýo;Casa, 45.13 de ýrea total, 45.13 de ýrea privativa, 210.49 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715569485
 1555519391653 ;PR ;NOVA OLIMPIA ;CENTRO ;RUA NOVA IORQUE, N. 314, LT 09 QD 105 ;318.000,00;318.000,00;0.00;Nýo;Casa, 0.00 de ýrea total, 278.80 de ýrea privativa, 450.40 de ýrea do terreno,  4 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555519391653
 8444430603631 ;PR ;PAICANDU ;JD MADRID ; RUA EDISON MARQUES, N. 119, CS B LT 08 QD 05 ;311.392,81;284.861,85;0.00;Nýo;Casa, 84.21 de ýrea total, 84.21 de ýrea privativa, 140.00 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430603631
 10277173 ;PR ;PALMAS ;SANTA CRUZ ;RUA 7 DE SETEMBRO, N. 2437, QD 24, LT 360 ;1.239.034,59;1.994.000,00;37.87;Nýo;Comercial, 0.00 de ýrea total, 900.00 de ýrea privativa, 545.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10277173
 8444405654473 ;PR ;PARANAGUA ;PARQUE SAO JOAO ;RUA 04, N. 574, Apto 32, BL B-09 ;108.080,77;175.000,00;38.24;Nýo;Apartamento, 55.85 de ýrea total, 51.44 de ýrea privativa, 0.00 de ýrea do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444405654473
 1555513380200 ;PR ;PARANAGUA ;JARDIM GUARAITUBA ;TRAVESSA SOLDADO ALIPIO FERREIRA DE AMOR, N. 35, LT 14 QD B ;390.000,00;390.000,00;0.00;Nýo;Casa, 69.82 de ýrea total, 69.82 de ýrea privativa, 231.00 de ýrea do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555513380200
 8787702509594 ;PR ;PARANAVAI ;RESIDENCIAL SANTA MARIA ;RUA BENEDITA DE ALMEIDA SILVESTRE, N. 257, LT 02 QD 12 ;86.607,70;158.000,00;45.19;Nýo;Casa, 45.72 de ýrea total, 45.72 de ýrea privativa, 151.30 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702509594
 8444417370130 ;PR ;PARANAVAI ;RESIDENCIAL FAZENDA SIMONE ;RUA ANGELINA TRENTINI, N. 707, UNI 03 ;106.437,06;160.000,00;33.48;Nýo;Casa, 0.00 de ýrea total, 54.31 de ýrea privativa, 120.00 de ýrea do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417370130
 8444406691798 ;PR ;PARANAVAI ;CENTRO ; RUA AMAZONAS, N. 4142, CS 2 ;130.000,00;130.000,00;0.00;Nýo;Casa, 51.30 de ýrea total, 51.30 de ýrea privativa, 85.54 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406691798
 8444406144878 ;PR ;PEROBAL ;CENTRO ; RUA PROJETADA C, N. 1369, 0204 ;180.000,00;180.000,00;0.00;Nýo;Casa, 77.56 de ýrea total, 77.56 de ýrea privativa, 180.00 de ýrea do terreno,  2 qto(s), a.serv, WC, cozinha, 2 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406144878
 8555530688649 ;PR ;PEROLA ;CENTRO ; RUA HERMINIO SCALCO, N. 323, LT 02 QD 06 ;45.901,86;95.000,00;51.69;Nýo;Casa, 41.49 de ýrea total, 41.49 de ýrea privativa, 166.50 de ýrea do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530688649
 8444414363338 ;PR ;PEROLA ;LOT BELLA ITALIA ; RUA VENEZA, N. 316, QD 11 LT 19 CS 1 ;73.857,32;127.500,00;42.08;Nýo;Casa, 47.32 de ýrea total, 47.22 de ýrea privativa, 120.00 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414363338
 8787709407932 ;PR ;PINHAIS ;JARDIM CLAUDIA ;RUA CLEMENTE ITSYO HORIKOSHI, N. 169, Apto 104, BL 16 TIPO A LT 09A1 ;100.842,57;170.171,26;40.75;Nýo;Apartamento, 43.52 de ýrea total, 38.68 de ýrea privativa, 0.00 de ýrea do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709407932
 8444427461627 ;PR ;PINHALAO ;PQ DAS ARAUCARIAS ; RUA INEZ BACELAR VILAS BOAS, N. SN, LT 02 QD 08 ;72.051,55;127.572,00;43.53;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 300.00 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427461627
 1444421418659 ;PR ;PIRAQUARA ;PLANTA BOSQUE CENTENARIO ;RUA EMILIA STECKO, N. 338, LT 04/05 QD C ;780.345,90;1.420.000,00;45.05;Sim;Casa, 433.88 de ýrea total, 433.88 de ýrea privativa, 780.00 de ýrea do terreno,  5 qto(s), a.serv, WC, 4 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421418659
 1444422825932 ;PR ;PIRAQUARA ;VILA SAO TIAGO ;RUA TUBARAO, N. 617, ;506.983,52;860.000,00;41.05;Nýo;Terreno, 0.00 de ýrea total, 0.00 de ýrea privativa, 3328.92 de ýrea do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444422825932
 8555513905092 ;PR ;PIRAQUARA ;PLANTA DEODORO ;RUA DA PAZ, N. 669, CS 02 LT 17 QD 24 ;182.000,00;182.000,00;0.00;Nýo;Casa, 50.80 de ýrea total, 50.80 de ýrea privativa, 85.50 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilýo SFI - Edital ýnico;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555513905092
 8787705123158 ;PR ;PONTA GROSSA ;PIRIQUITOS ;RUA SABIA, N. 600, CASA 71 ST 3 ;122.383,16;218.900,00;44.10;Nýo;Casa, 48.14 de ýrea total, 47.52 de ýrea privativa, 78.29 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705123158
 8444426054874 ;PR ;PONTA GROSSA ;CARA-CARA ;RUA OLIVEIRA, N. 177, CS 03 LT 01 QD 11 ;66.190,54;115.468,81;42.68;Nýo;Casa, 38.90 de ýrea total, 38.90 de ýrea privativa, 69.50 de ýrea do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426054874
 8444436068975 ;PR ;PONTA GROSSA ;COLONIA DONA LUIZA ;RUA NILDAIR DE GEUS, N. 26, LOTE 2 QUADRA 3 ;95.168,51;160.596,31;40.75;Nýo;Casa, 40.79 de ýrea total, 40.79 de ýrea privativa, 275.00 de ýrea do terreno, a.serv, 1 vaga(s) de garagem.;Licitaýýo Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444436068975
